OBJECTID,Site_Description,Date_Sample_Collected,Test_Name,Species_Group,Result_Name,Result_Value_String,Result_Value_Numeric,Units,Result_Label
10914,West Beach Boat Ramp,2025-08-18,Algal Count - Total,,Potentially harmful species,Detected,,,Detected
10915,West Beach Boat Ramp,2025-08-18,Algal Count - Total,,Total Phytoplankton > 5 micrometres,,860000,Cells/L,"860,000 Cells/L"
10916,West Beach Boat Ramp,2025-08-18,Algal Identification,Diatoms,Pseudo-nitzschia delicatissima group,,,Cells/L,Not detected
10917,West Beach Boat Ramp,2025-08-18,Algal Identification,Diatoms,Pseudo-nitzschia fraudulenta/australis,,,Cells/L,Not detected
10918,West Beach Boat Ramp,2025-08-18,Algal Identification,Diatoms,Rhizosolenia  imbricata group,,,Cells/L,Not detected
10919,West Beach Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Amphidinium  carterae,,,Cells/L,Not detected
10920,West Beach Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Azadinium sp.,,3500,Cells/L,"3,500 Cells/L"
10921,West Beach Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Azadinium/Heterocapsa sp.,,,Cells/L,Not detected
10922,West Beach Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis acuminata,,,Cells/L,Not detected
10923,West Beach Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis caudata,,900,Cells/L,900 Cells/L
10924,West Beach Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis tripos,,,Cells/L,Not detected
10925,West Beach Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Karenia cf. longicanalis,,500,Cells/L,500 Cells/L
10926,West Beach Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Karenia sp.,,72000,Cells/L,"72,000 Cells/L"
10927,West Beach Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Karlodinium spp.,,2500,Cells/L,"2,500 Cells/L"
10928,West Beach Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Levanderina fissa,,,Cells/L,Not detected
10929,West Beach Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Prorocentrum dentatum,,,Cells/L,Not detected
10930,West Beach Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Takayama spp.,,,Cells/L,Not detected
10931,West Beach Boat Ramp,2025-08-18,Algal Identification,Other,Chattonella spp.,,,Cells/L,Not detected
10932,West Beach Boat Ramp,2025-08-18,Algal Identification,Other,Heterosigma akashiwo,,,Cells/L,Not detected
10933,West Beach Boat Ramp,2025-08-18,Algal Identification,Other,Pseudochattonella spp.,,,Cells/L,Not detected
10934,West Beach Boat Ramp,2025-08-18,Algal Identification,Other,Oscillatoria sp. (filaments),x,,Cells/L,Detected in sample but not observed during cell counts 
10935,West Beach Boat Ramp,2025-08-18,Algal Identification,Other,Phormidium  sp. (filaments),,,Cells/L,Not detected
10936,SARDI Caisson Intake,2025-08-18,Algal Count - Total,,Results summary,"A mix of planktonic diatoms (Guinardia), benthic diatoms (Cylindrotheca) and small flagellates (including high levels of Karenia sp., with cryptomonads, dinoflagellates, prasinophytes, prymnesiophytes). Some sediment and organic detritus.",,,"A mix of planktonic diatoms (Guinardia), benthic diatoms (Cylindrotheca) and small flagellates (including high levels of Karenia sp., with cryptomonads, dinoflagellates, prasinophytes, prymnesiophytes). Some sediment and organic detritus."
10937,SARDI Caisson Intake,2025-08-18,Algal Count - Total,,Potentially harmful species,Detected,,,Detected
10938,SARDI Caisson Intake,2025-08-18,Algal Count - Total,,Total Phytoplankton > 5 micrometres,,1200000,Cells/L,"1,200,000 Cells/L"
10939,SARDI Caisson Intake,2025-08-18,Algal Identification,Diatoms,Pseudo-nitzschia delicatissima group,,,Cells/L,Not detected
10940,SARDI Caisson Intake,2025-08-18,Algal Identification,Diatoms,Pseudo-nitzschia fraudulenta/australis,,,Cells/L,Not detected
10941,SARDI Caisson Intake,2025-08-18,Algal Identification,Diatoms,Rhizosolenia  imbricata group,,500,Cells/L,500 Cells/L
10942,SARDI Caisson Intake,2025-08-18,Algal Identification,Dinoflagellates,Amphidinium  carterae,,,Cells/L,Not detected
10943,SARDI Caisson Intake,2025-08-18,Algal Identification,Dinoflagellates,Azadinium sp.,,,Cells/L,Not detected
10944,SARDI Caisson Intake,2025-08-18,Algal Identification,Dinoflagellates,Azadinium/Heterocapsa sp.,,6500,Cells/L,"6,500 Cells/L"
10945,SARDI Caisson Intake,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis acuminata,,,Cells/L,Not detected
10946,SARDI Caisson Intake,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis caudata,,1250,Cells/L,"1,250 Cells/L"
10947,SARDI Caisson Intake,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis tripos,,,Cells/L,Not detected
10948,SARDI Caisson Intake,2025-08-18,Algal Identification,Dinoflagellates,Karenia cf. longicanalis,,,Cells/L,Not detected
10949,SARDI Caisson Intake,2025-08-18,Algal Identification,Dinoflagellates,Karenia sp.,,160000,Cells/L,"160,000 Cells/L"
10950,SARDI Caisson Intake,2025-08-18,Algal Identification,Dinoflagellates,Karlodinium spp.,,3000,Cells/L,"3,000 Cells/L"
10951,SARDI Caisson Intake,2025-08-18,Algal Identification,Dinoflagellates,Levanderina fissa,,,Cells/L,Not detected
10952,SARDI Caisson Intake,2025-08-18,Algal Identification,Dinoflagellates,Prorocentrum dentatum,,,Cells/L,Not detected
10953,SARDI Caisson Intake,2025-08-18,Algal Identification,Dinoflagellates,Takayama spp.,,,Cells/L,Not detected
10954,SARDI Caisson Intake,2025-08-18,Algal Identification,Other,Chattonella spp.,,,Cells/L,Not detected
10955,SARDI Caisson Intake,2025-08-18,Algal Identification,Other,Heterosigma akashiwo,,500,Cells/L,500 Cells/L
10956,SARDI Caisson Intake,2025-08-18,Algal Identification,Other,Pseudochattonella spp.,,,Cells/L,Not detected
10957,SARDI Caisson Intake,2025-08-18,Algal Identification,Other,Oscillatoria sp. (filaments),x,,Cells/L,Detected in sample but not observed during cell counts 
10958,SARDI Caisson Intake,2025-08-18,Algal Identification,Other,Phormidium  sp. (filaments),,,Cells/L,Not detected
10959,O’Sullivan Beach Boat Ramp,2025-08-18,Algal Count - Total,,Results summary,"A mix of planktonic diatoms (Guinardia), benthic diatoms (Cylindrotheca) and small flagellates (includign high levels of Karenia sp., with cryptomonads, other dinoflagellates, prymnesiophytes, pedinellids, ochromonads).  ",,,"A mix of planktonic diatoms (Guinardia), benthic diatoms (Cylindrotheca) and small flagellates (includign high levels of Karenia sp., with cryptomonads, other dinoflagellates, prymnesiophytes, pedinellids, ochromonads).  "
10960,O’Sullivan Beach Boat Ramp,2025-08-18,Algal Count - Total,,Potentially harmful species,Detected,,,Detected
10961,O’Sullivan Beach Boat Ramp,2025-08-18,Algal Count - Total,,Total Phytoplankton > 5 micrometres,,1600000,Cells/L,"1,600,000 Cells/L"
10962,O’Sullivan Beach Boat Ramp,2025-08-18,Algal Identification,Diatoms,Pseudo-nitzschia delicatissima group,,,Cells/L,Not detected
10963,O’Sullivan Beach Boat Ramp,2025-08-18,Algal Identification,Diatoms,Pseudo-nitzschia fraudulenta/australis,,,Cells/L,Not detected
10964,O’Sullivan Beach Boat Ramp,2025-08-18,Algal Identification,Diatoms,Rhizosolenia  imbricata group,,,Cells/L,Not detected
10965,O’Sullivan Beach Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Amphidinium  carterae,,,Cells/L,Not detected
10966,O’Sullivan Beach Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Azadinium sp.,,4000,Cells/L,"4,000 Cells/L"
10967,O’Sullivan Beach Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Azadinium/Heterocapsa sp.,,3000,Cells/L,"3,000 Cells/L"
10968,O’Sullivan Beach Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis acuminata,,,Cells/L,Not detected
10969,O’Sullivan Beach Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis caudata,,450,Cells/L,450 Cells/L
10970,O’Sullivan Beach Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis tripos,,,Cells/L,Not detected
10971,O’Sullivan Beach Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Karenia cf. longicanalis,,,Cells/L,Not detected
10972,O’Sullivan Beach Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Karenia sp.,,430000,Cells/L,"430,000 Cells/L"
10973,O’Sullivan Beach Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Karlodinium spp.,,3000,Cells/L,"3,000 Cells/L"
10974,O’Sullivan Beach Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Levanderina fissa,,,Cells/L,Not detected
10975,O’Sullivan Beach Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Prorocentrum dentatum,,,Cells/L,Not detected
10976,O’Sullivan Beach Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Takayama spp.,,500,Cells/L,500 Cells/L
10977,O’Sullivan Beach Boat Ramp,2025-08-18,Algal Identification,Other,Chattonella spp.,,,Cells/L,Not detected
10978,O’Sullivan Beach Boat Ramp,2025-08-18,Algal Identification,Other,Heterosigma akashiwo,,1000,Cells/L,"1,000 Cells/L"
10979,O’Sullivan Beach Boat Ramp,2025-08-18,Algal Identification,Other,Pseudochattonella spp.,,,Cells/L,Not detected
10980,O’Sullivan Beach Boat Ramp,2025-08-18,Algal Identification,Other,Oscillatoria sp. (filaments),,,Cells/L,Not detected
10981,O’Sullivan Beach Boat Ramp,2025-08-18,Algal Identification,Other,Phormidium  sp. (filaments),x,,Cells/L,Detected in sample but not observed during cell counts 
10982,Onkaparinga Rowing Club,2025-08-18,Algal Count - Total,,Results summary,"A mix of planktonic diatoms (Minidiscus), benthic diatoms (Cylindrotheca, Navicula) and small flagellates (includign high levels of Karenia so, with cryptomonads, other dinoflagellates, prasinophytes, prymnesiophytes, pedinellids, ochromonads). High levels of sediment and organic detritus.",,,"A mix of planktonic diatoms (Minidiscus), benthic diatoms (Cylindrotheca, Navicula) and small flagellates (includign high levels of Karenia so, with cryptomonads, other dinoflagellates, prasinophytes, prymnesiophytes, pedinellids, ochromonads). High levels of sediment and organic detritus."
10983,Onkaparinga Rowing Club,2025-08-18,Algal Count - Total,,Potentially harmful species,Detected,,,Detected
10984,Onkaparinga Rowing Club,2025-08-18,Algal Count - Total,,Total Phytoplankton > 5 micrometres,,3400000,Cells/L,"3,400,000 Cells/L"
10985,Onkaparinga Rowing Club,2025-08-18,Algal Identification,Diatoms,Pseudo-nitzschia delicatissima group,,,Cells/L,Not detected
10986,Onkaparinga Rowing Club,2025-08-18,Algal Identification,Diatoms,Pseudo-nitzschia fraudulenta/australis,x,,Cells/L,Detected in sample but not observed during cell counts 
10987,Onkaparinga Rowing Club,2025-08-18,Algal Identification,Diatoms,Rhizosolenia  imbricata group,,,Cells/L,Not detected
10988,Onkaparinga Rowing Club,2025-08-18,Algal Identification,Dinoflagellates,Amphidinium  carterae,,,Cells/L,Not detected
10989,Onkaparinga Rowing Club,2025-08-18,Algal Identification,Dinoflagellates,Azadinium sp.,,,Cells/L,Not detected
10990,Onkaparinga Rowing Club,2025-08-18,Algal Identification,Dinoflagellates,Azadinium/Heterocapsa sp.,,5500,Cells/L,"5,500 Cells/L"
10991,Onkaparinga Rowing Club,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis acuminata,,,Cells/L,Not detected
10992,Onkaparinga Rowing Club,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis caudata,,100,Cells/L,100 Cells/L
10993,Onkaparinga Rowing Club,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis tripos,,,Cells/L,Not detected
10994,Onkaparinga Rowing Club,2025-08-18,Algal Identification,Dinoflagellates,Karenia cf. longicanalis,,,Cells/L,Not detected
10995,Onkaparinga Rowing Club,2025-08-18,Algal Identification,Dinoflagellates,Karenia sp.,,200000,Cells/L,"200,000 Cells/L"
10996,Onkaparinga Rowing Club,2025-08-18,Algal Identification,Dinoflagellates,Karlodinium spp.,,1000,Cells/L,"1,000 Cells/L"
10997,Onkaparinga Rowing Club,2025-08-18,Algal Identification,Dinoflagellates,Levanderina fissa,,,Cells/L,Not detected
10998,Onkaparinga Rowing Club,2025-08-18,Algal Identification,Dinoflagellates,Prorocentrum dentatum,,,Cells/L,Not detected
10999,Onkaparinga Rowing Club,2025-08-18,Algal Identification,Dinoflagellates,Takayama spp.,,,Cells/L,Not detected
11000,Onkaparinga Rowing Club,2025-08-18,Algal Identification,Other,Chattonella spp.,,,Cells/L,Not detected
11001,Onkaparinga Rowing Club,2025-08-18,Algal Identification,Other,Heterosigma akashiwo,,1000,Cells/L,"1,000 Cells/L"
11002,Onkaparinga Rowing Club,2025-08-18,Algal Identification,Other,Pseudochattonella spp.,,,Cells/L,Not detected
11003,Onkaparinga Rowing Club,2025-08-18,Algal Identification,Other,Oscillatoria sp. (filaments),,,Cells/L,Not detected
11004,Onkaparinga Rowing Club,2025-08-18,Algal Identification,Other,Phormidium  sp. (filaments),,,Cells/L,Not detected
11005,Patawalonga King St Bridge,2025-08-18,Algal Count - Total,,Results summary,"Benthic diatoms (Cylindrotheca) and small flagellates (including high levels of Karenia sp. and pedinellids with cryptomonads, other dinoflagellates, ochromonads). Some sediment and organic detritus.",,,"Benthic diatoms (Cylindrotheca) and small flagellates (including high levels of Karenia sp. and pedinellids with cryptomonads, other dinoflagellates, ochromonads). Some sediment and organic detritus."
11006,Patawalonga King St Bridge,2025-08-18,Algal Count - Total,,Potentially harmful species,Detected,,,Detected
11007,Patawalonga King St Bridge,2025-08-18,Algal Count - Total,,Total Phytoplankton > 5 micrometres,,2100000,Cells/L,"2,100,000 Cells/L"
11008,Patawalonga King St Bridge,2025-08-18,Algal Identification,Diatoms,Pseudo-nitzschia delicatissima group,,,Cells/L,Not detected
11009,Patawalonga King St Bridge,2025-08-18,Algal Identification,Diatoms,Pseudo-nitzschia fraudulenta/australis,,,Cells/L,Not detected
11010,Patawalonga King St Bridge,2025-08-18,Algal Identification,Diatoms,Rhizosolenia  imbricata group,,,Cells/L,Not detected
11011,Patawalonga King St Bridge,2025-08-18,Algal Identification,Dinoflagellates,Amphidinium  carterae,x,,Cells/L,Detected in sample but not observed during cell counts 
11012,Patawalonga King St Bridge,2025-08-18,Algal Identification,Dinoflagellates,Azadinium sp.,,,Cells/L,Not detected
11013,Patawalonga King St Bridge,2025-08-18,Algal Identification,Dinoflagellates,Azadinium/Heterocapsa sp.,,11000,Cells/L,"11,000 Cells/L"
11014,Patawalonga King St Bridge,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis acuminata,,50,Cells/L,50 Cells/L
11015,Patawalonga King St Bridge,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis caudata,,50,Cells/L,50 Cells/L
11016,Patawalonga King St Bridge,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis tripos,,,Cells/L,Not detected
11017,Patawalonga King St Bridge,2025-08-18,Algal Identification,Dinoflagellates,Karenia cf. longicanalis,,,Cells/L,Not detected
11018,Patawalonga King St Bridge,2025-08-18,Algal Identification,Dinoflagellates,Karenia sp.,,320000,Cells/L,"320,000 Cells/L"
11019,Patawalonga King St Bridge,2025-08-18,Algal Identification,Dinoflagellates,Karlodinium spp.,,500,Cells/L,500 Cells/L
11020,Patawalonga King St Bridge,2025-08-18,Algal Identification,Dinoflagellates,Levanderina fissa,x,,Cells/L,Detected in sample but not observed during cell counts 
11021,Patawalonga King St Bridge,2025-08-18,Algal Identification,Dinoflagellates,Prorocentrum dentatum,,,Cells/L,Not detected
11022,Patawalonga King St Bridge,2025-08-18,Algal Identification,Dinoflagellates,Takayama spp.,x,,Cells/L,Detected in sample but not observed during cell counts 
11023,Patawalonga King St Bridge,2025-08-18,Algal Identification,Other,Chattonella spp.,,,Cells/L,Not detected
11024,Patawalonga King St Bridge,2025-08-18,Algal Identification,Other,Heterosigma akashiwo,,500,Cells/L,500 Cells/L
11025,Patawalonga King St Bridge,2025-08-18,Algal Identification,Other,Pseudochattonella spp.,,,Cells/L,Not detected
11026,Patawalonga King St Bridge,2025-08-18,Algal Identification,Other,Oscillatoria sp. (filaments),,,Cells/L,Not detected
11027,Patawalonga King St Bridge,2025-08-18,Algal Identification,Other,Phormidium  sp. (filaments),,,Cells/L,Not detected
11028,Rapid Bay Jetty,2025-08-18,Algal Count - Total,,Results summary,"Benthic diatoms (Cylindrotheca) and small flagellates (including Karenia sp. and other dinoflagellates with cryptomonads, prasinophytes, ochromonads).",,,"Benthic diatoms (Cylindrotheca) and small flagellates (including Karenia sp. and other dinoflagellates with cryptomonads, prasinophytes, ochromonads)."
11029,Rapid Bay Jetty,2025-08-18,Algal Count - Total,,Potentially harmful species,Detected,,,Detected
11030,Rapid Bay Jetty,2025-08-18,Algal Count - Total,,Total Phytoplankton > 5 micrometres,,240000,Cells/L,"240,000 Cells/L"
11031,Rapid Bay Jetty,2025-08-18,Algal Identification,Diatoms,Pseudo-nitzschia delicatissima group,,,Cells/L,Not detected
11032,Rapid Bay Jetty,2025-08-18,Algal Identification,Diatoms,Pseudo-nitzschia fraudulenta/australis,x,,Cells/L,Detected in sample but not observed during cell counts 
11033,Rapid Bay Jetty,2025-08-18,Algal Identification,Diatoms,Rhizosolenia  imbricata group,,,Cells/L,Not detected
11034,Rapid Bay Jetty,2025-08-18,Algal Identification,Dinoflagellates,Amphidinium  carterae,,,Cells/L,Not detected
11035,Rapid Bay Jetty,2025-08-18,Algal Identification,Dinoflagellates,Azadinium sp.,,,Cells/L,Not detected
11036,Rapid Bay Jetty,2025-08-18,Algal Identification,Dinoflagellates,Azadinium/Heterocapsa sp.,,,Cells/L,Not detected
11037,Rapid Bay Jetty,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis acuminata,,,Cells/L,Not detected
11038,Rapid Bay Jetty,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis caudata,,150,Cells/L,150 Cells/L
11039,Rapid Bay Jetty,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis tripos,,,Cells/L,Not detected
11040,Rapid Bay Jetty,2025-08-18,Algal Identification,Dinoflagellates,Karenia cf. longicanalis,,,Cells/L,Not detected
11041,Rapid Bay Jetty,2025-08-18,Algal Identification,Dinoflagellates,Karenia sp.,,77000,Cells/L,"77,000 Cells/L"
11042,Rapid Bay Jetty,2025-08-18,Algal Identification,Dinoflagellates,Karlodinium spp.,,,Cells/L,Not detected
11043,Rapid Bay Jetty,2025-08-18,Algal Identification,Dinoflagellates,Levanderina fissa,,,Cells/L,Not detected
11044,Rapid Bay Jetty,2025-08-18,Algal Identification,Dinoflagellates,Prorocentrum dentatum,,500,Cells/L,500 Cells/L
11045,Rapid Bay Jetty,2025-08-18,Algal Identification,Dinoflagellates,Takayama spp.,,,Cells/L,Not detected
11046,Rapid Bay Jetty,2025-08-18,Algal Identification,Other,Chattonella spp.,,,Cells/L,Not detected
11047,Rapid Bay Jetty,2025-08-18,Algal Identification,Other,Heterosigma akashiwo,,500,Cells/L,500 Cells/L
11048,Rapid Bay Jetty,2025-08-18,Algal Identification,Other,Pseudochattonella spp.,,,Cells/L,Not detected
11049,Rapid Bay Jetty,2025-08-18,Algal Identification,Other,Oscillatoria sp. (filaments),,,Cells/L,Not detected
11050,Rapid Bay Jetty,2025-08-18,Algal Identification,Other,Phormidium  sp. (filaments),,,Cells/L,Not detected
11051,Wirrina Breakwater,2025-08-18,Algal Count - Total,,Results summary,"A mix of planktonic diatoms (Dactyliosolen), Benthic diatoms (Cylindrotheca) and small flagellates (including Karenia sp. with cryptomonads, other dinoflagellates, prymnesiophytes, ochromonads).  ",,,"A mix of planktonic diatoms (Dactyliosolen), Benthic diatoms (Cylindrotheca) and small flagellates (including Karenia sp. with cryptomonads, other dinoflagellates, prymnesiophytes, ochromonads).  "
11052,Wirrina Breakwater,2025-08-18,Algal Count - Total,,Potentially harmful species,Detected,,,Detected
11053,Wirrina Breakwater,2025-08-18,Algal Count - Total,,Total Phytoplankton > 5 micrometres,,230000,Cells/L,"230,000 Cells/L"
11054,Wirrina Breakwater,2025-08-18,Algal Identification,Diatoms,Pseudo-nitzschia delicatissima group,,500,Cells/L,500 Cells/L
11055,Wirrina Breakwater,2025-08-18,Algal Identification,Diatoms,Pseudo-nitzschia fraudulenta/australis,,1000,Cells/L,"1,000 Cells/L"
11056,Wirrina Breakwater,2025-08-18,Algal Identification,Diatoms,Rhizosolenia  imbricata group,,,Cells/L,Not detected
11057,Wirrina Breakwater,2025-08-18,Algal Identification,Dinoflagellates,Amphidinium  carterae,,,Cells/L,Not detected
11058,Wirrina Breakwater,2025-08-18,Algal Identification,Dinoflagellates,Azadinium sp.,,1000,Cells/L,"1,000 Cells/L"
11059,Wirrina Breakwater,2025-08-18,Algal Identification,Dinoflagellates,Azadinium/Heterocapsa sp.,,500,Cells/L,500 Cells/L
11060,Wirrina Breakwater,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis acuminata,,,Cells/L,Not detected
11061,Wirrina Breakwater,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis caudata,,150,Cells/L,150 Cells/L
11062,Wirrina Breakwater,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis tripos,,,Cells/L,Not detected
11063,Wirrina Breakwater,2025-08-18,Algal Identification,Dinoflagellates,Karenia cf. longicanalis,,,Cells/L,Not detected
11064,Wirrina Breakwater,2025-08-18,Algal Identification,Dinoflagellates,Karenia sp.,,13000,Cells/L,"13,000 Cells/L"
11065,Wirrina Breakwater,2025-08-18,Algal Identification,Dinoflagellates,Karlodinium spp.,,500,Cells/L,500 Cells/L
11066,Wirrina Breakwater,2025-08-18,Algal Identification,Dinoflagellates,Levanderina fissa,,,Cells/L,Not detected
11067,Wirrina Breakwater,2025-08-18,Algal Identification,Dinoflagellates,Prorocentrum dentatum,,,Cells/L,Not detected
11068,Wirrina Breakwater,2025-08-18,Algal Identification,Dinoflagellates,Takayama spp.,,500,Cells/L,500 Cells/L
11069,Wirrina Breakwater,2025-08-18,Algal Identification,Other,Chattonella spp.,,,Cells/L,Not detected
11070,Wirrina Breakwater,2025-08-18,Algal Identification,Other,Heterosigma akashiwo,,,Cells/L,Not detected
11071,Wirrina Breakwater,2025-08-18,Algal Identification,Other,Pseudochattonella spp.,,,Cells/L,Not detected
11072,Wirrina Breakwater,2025-08-18,Algal Identification,Other,Oscillatoria sp. (filaments),,,Cells/L,Not detected
11073,Wirrina Breakwater,2025-08-18,Algal Identification,Other,Phormidium  sp. (filaments),x,,Cells/L,Detected in sample but not observed during cell counts 
11074,Port River Dock One,2025-08-18,Algal Count - Total,,Results summary,"Benthic diatoms (Cylindrotheca) and small flagellates (including high levels of Karenia sp, with other dinoflagellates and cryptomonads, prasinophytes, ochromonads). High levels of sediment and organic detritus.",,,"Benthic diatoms (Cylindrotheca) and small flagellates (including high levels of Karenia sp, with other dinoflagellates and cryptomonads, prasinophytes, ochromonads). High levels of sediment and organic detritus."
11075,Port River Dock One,2025-08-18,Algal Count - Total,,Potentially harmful species,Detected,,,Detected
11076,Port River Dock One,2025-08-18,Algal Count - Total,,Total Phytoplankton > 5 micrometres,,1700000,Cells/L,"1,700,000 Cells/L"
11077,Port River Dock One,2025-08-18,Algal Identification,Diatoms,Pseudo-nitzschia delicatissima group,x,,Cells/L,Detected in sample but not observed during cell counts 
11078,Port River Dock One,2025-08-18,Algal Identification,Diatoms,Pseudo-nitzschia fraudulenta/australis,x,,Cells/L,Detected in sample but not observed during cell counts 
11079,Port River Dock One,2025-08-18,Algal Identification,Diatoms,Rhizosolenia  imbricata group,,,Cells/L,Not detected
11080,Port River Dock One,2025-08-18,Algal Identification,Dinoflagellates,Amphidinium  carterae,,,Cells/L,Not detected
11081,Port River Dock One,2025-08-18,Algal Identification,Dinoflagellates,Azadinium sp.,,,Cells/L,Not detected
11082,Port River Dock One,2025-08-18,Algal Identification,Dinoflagellates,Azadinium/Heterocapsa sp.,,5000,Cells/L,"5,000 Cells/L"
11083,Port River Dock One,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis acuminata,,,Cells/L,Not detected
11084,Port River Dock One,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis caudata,,,Cells/L,Not detected
11085,Port River Dock One,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis tripos,,,Cells/L,Not detected
11086,Port River Dock One,2025-08-18,Algal Identification,Dinoflagellates,Karenia cf. longicanalis,,,Cells/L,Not detected
11087,Port River Dock One,2025-08-18,Algal Identification,Dinoflagellates,Karenia sp.,,630000,Cells/L,"630,000 Cells/L"
11088,Port River Dock One,2025-08-18,Algal Identification,Dinoflagellates,Karlodinium spp.,,2500,Cells/L,"2,500 Cells/L"
11089,Port River Dock One,2025-08-18,Algal Identification,Dinoflagellates,Levanderina fissa,,,Cells/L,Not detected
11090,Port River Dock One,2025-08-18,Algal Identification,Dinoflagellates,Prorocentrum dentatum,,,Cells/L,Not detected
11091,Port River Dock One,2025-08-18,Algal Identification,Dinoflagellates,Takayama spp.,,,Cells/L,Not detected
11092,Port River Dock One,2025-08-18,Algal Identification,Other,Chattonella spp.,,,Cells/L,Not detected
11093,Port River Dock One,2025-08-18,Algal Identification,Other,Heterosigma akashiwo,,,Cells/L,Not detected
11094,Port River Dock One,2025-08-18,Algal Identification,Other,Pseudochattonella spp.,,,Cells/L,Not detected
11095,Port River Dock One,2025-08-18,Algal Identification,Other,Oscillatoria sp. (filaments),,,Cells/L,Not detected
11096,Port River Dock One,2025-08-18,Algal Identification,Other,Phormidium  sp. (filaments),,,Cells/L,Not detected
11097,Port River North Haven Boat Ramp,2025-08-18,Algal Count - Total,,Results summary,"Sample dominated by Karenia sp., with benthic diatoms (Cylindrotheca) and small flagellates (cryptomonads, other dinoflagellates, ochromonads) at lower levels. High sediment and organic detritus.",,,"Sample dominated by Karenia sp., with benthic diatoms (Cylindrotheca) and small flagellates (cryptomonads, other dinoflagellates, ochromonads) at lower levels. High sediment and organic detritus."
11098,Port River North Haven Boat Ramp,2025-08-18,Algal Count - Total,,Potentially harmful species,Detected,,,Detected
11099,Port River North Haven Boat Ramp,2025-08-18,Algal Count - Total,,Total Phytoplankton > 5 micrometres,,2000000,Cells/L,"2,000,000 Cells/L"
11100,Port River North Haven Boat Ramp,2025-08-18,Algal Identification,Diatoms,Pseudo-nitzschia delicatissima group,,,Cells/L,Not detected
11101,Port River North Haven Boat Ramp,2025-08-18,Algal Identification,Diatoms,Pseudo-nitzschia fraudulenta/australis,,,Cells/L,Not detected
11102,Port River North Haven Boat Ramp,2025-08-18,Algal Identification,Diatoms,Rhizosolenia  imbricata group,,,Cells/L,Not detected
11103,Port River North Haven Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Amphidinium  carterae,,,Cells/L,Not detected
11104,Port River North Haven Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Azadinium sp.,,,Cells/L,Not detected
11105,Port River North Haven Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Azadinium/Heterocapsa sp.,,500,Cells/L,500 Cells/L
11106,Port River North Haven Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis acuminata,,,Cells/L,Not detected
11107,Port River North Haven Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis caudata,,500,Cells/L,500 Cells/L
11108,Port River North Haven Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis tripos,,,Cells/L,Not detected
11109,Port River North Haven Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Karenia cf. longicanalis,,,Cells/L,Not detected
